location,image_link-src,city
"995 Carousel Way, Helena, MT 59601",https://lh5.googleusercontent.com/p/AF1QipMtzHjzQyK6ukHh_Vq_ZKPJVDGoqKmI6vZEVVVz=w408-h306-k-no,Helena
"Pier 15 Embarcadero at, Green St, San Francisco, CA 94111",https://lh5.googleusercontent.com/p/AF1QipPjkRMfkg_dJZG9HNC0s10_-X57cMlrzs1QdcuJ=w408-h544-k-no,San Francisco
"130 Main St, Buffalo, NY 14202",https://lh5.googleusercontent.com/p/AF1QipNDisAM20Zc1GYOB4PH8Pp7OhXWaBU0IyAkKrKO=w408-h306-k-no,Buffalo
"440 W Short St, Lexington, KY 40507",https://lh5.googleusercontent.com/p/AF1QipN1nzn_bWEF5D19X_dTkVcjU22U8ZoCI-WKkaQr=w408-h544-k-no,Lexington
"1518 14th St W, Williston, ND 58801",https://lh5.googleusercontent.com/p/AF1QipM6aOT0PowbvHMD5NNtE73uw1IYe65MFcD94viD=w426-h240-k-no,Williston
"1609 19th Ave N, Fargo, ND 58102",https://lh5.googleusercontent.com/p/AF1QipNahEsXoUFEmMfiiLWaIEEDN70SClQqw9YeiNPB=w408-h273-k-no,Fargo
"1400 S Lake Shore Dr, Chicago, IL 60605",https://lh5.googleusercontent.com/p/AF1QipOKiR2GlbnAGKzOwtJrOCA7NAuL0yRE-Q2Y1uXd=w426-h240-k-no,Chicago
"1035 Mount Dechantal Rd, Wheeling, WV 26003",https://lh5.googleusercontent.com/p/AF1QipN-gprLoi5rTQ4ZMMa5W0lX5a_yH5wy3FdJ-pOl=w408-h306-k-no,Wheeling
"225 W 2nd St, Davenport, IA 52801",https://lh5.googleusercontent.com/p/AF1QipNbSC20wN-ALFFmDMQZ_Gs66a-Pkln-AYhF_Grx=w408-h306-k-no,Davenport
"211 Delaware St, New Castle, DE 19720",https://lh5.googleusercontent.com/p/AF1QipOD7apXD9ocuBlTKJ8kh0FLw9jp9mLI0uJ9llsU=w408-h544-k-no,New Castle
"1101 Honor Heights Dr, Muskogee, OK 74401",https://lh5.googleusercontent.com/p/AF1QipO_IBXe7X-hlfnxNhCqiu-Q6x7Pr9iDm2b7OHT_=w408-h499-k-no,Muskogee
"300 S Ashley St, Ann Arbor, MI 48104",https://lh5.googleusercontent.com/p/AF1QipNl983PONHH8bAlp2Yojv50wt7G-hpXNu4Crw-J=w408-h306-k-no,Ann Arbor
"2028 Florence Mall, Florence, KY 41042",https://lh5.googleusercontent.com/p/AF1QipMR3RW0wstmAd8DxjYLznzpj7KhlWy0VLsAJYYe=w408-h240-k-no,Florence
"400 S Monroe St, Tallahassee, FL 32399",https://lh5.googleusercontent.com/p/AF1QipNaUy5FXJft1VF8M1QU_0lHpFrjaBIhAs2ZosTD=w408-h276-k-no,Tallahassee
"852 Daniel Webster Hwy, Lincoln, NH 03251",https://lh5.googleusercontent.com/p/AF1QipPJ8_J6WErefyC9UR1j5Z0B4DwzmmSuMQdihXiQ=w408-h544-k-no,Littleton
"1100 S Calhoun St, Fort Wayne, IN 46802",https://lh5.googleusercontent.com/p/AF1QipMCDzObSaWM7m-ABRXXs_naD-qVnEa8uxYbpTU8=w408-h544-k-no,Fort Wayne
"1111 Bellevue Blvd N, Bellevue, NE 68005",https://lh5.googleusercontent.com/p/AF1QipOSCo2ttlM1BsMHkkujHeF9Qbv-wQjc8_Cxr2dd=w408-h272-k-no,Bellevue
"1950 Thomasville Rd, Tallahassee, FL 32303",https://lh5.googleusercontent.com/p/AF1QipNXjFg5A4O4DRwUGaSwCfVjW2cVNfepzqekhYtO=w408-h271-k-no,Tallahassee
"5595 Grand Dr, St. Louis, MO 63112",https://lh5.googleusercontent.com/p/AF1QipPCVrpLsOyiLWowxD2Z6kY-vA60iNdCpJtgtG_C=w408-h306-k-no,St. Louis
"5021 W Shaw Ave, Fresno, CA 93722",https://lh5.googleusercontent.com/p/AF1QipMpQg3dvsQnptUJk3R5MnnZ_oxYFIApdWrP1Wf_=w408-h271-k-no,Fresno
"2 W Gaston St, Savannah, GA 31401",https://lh5.googleusercontent.com/p/AF1QipMHY3nfNWI_1cjJ1lkR1olE7qzNceP6fA5LIF3V=w408-h306-k-no,Savannah
"80 Fort Adams Dr, Newport, RI 02840",https://lh3.googleusercontent.com/proxy/UaTn7WAo0vX_kBz0NclsbING8jXy3BitMs_mxR09w-_CXnmXBbZFCqvRBNlIAQcrjaoZspgpfQfdUcq1XNYWecd1knwy4OHO_LAdAtplzYSl-XDpAJLWyJ5JxX6-RoQUrdAYeih_mbxI7JyecBBCLDyeK-pX0g=w443-h240-k-no,Newport
"2450 A Ave, Ogden, UT 84401",https://lh5.googleusercontent.com/p/AF1QipOOcf7YdFqLzD5UYrSqZXUrQHwqV8o1cFKH3Yww=w408-h306-k-no,Ogden
"15349 39th Ln NW, Williston, ND 58801",https://lh5.googleusercontent.com/p/AF1QipMlWtmFu_4Tn8X6wOCOLeT__PwQHzCQEetmhEZX=w426-h240-k-no,Williston
"408 Mason Ct, Fort Collins, CO 80524",https://lh5.googleusercontent.com/p/AF1QipP8tUo4odcm2Uo2IQEwH92PSopqcAeIQpEd7I1G=w408-h270-k-no,Fort Collins
"5163 Fort Custer Dr, Augusta, MI 49012",https://lh5.googleusercontent.com/p/AF1QipNHQTdT81hrpJvKcfGcZ0BRPP-rkw6SrhRrUwBJ=w408-h306-k-no,Detroit
"1513 E Mulberry St, Fort Collins, CO 80524",https://lh5.googleusercontent.com/p/AF1QipOuasx9UNILwfhMYrGwndu702mmKbb9eWhqrCtt=w408-h271-k-no,Fort Collins
"5300 N Front St, Harrisburg, PA 17110",https://lh5.googleusercontent.com/p/AF1QipO34jTrfaK6GioLWUmY7tw6kS4li3T9ibDMXNgk=w408-h306-k-no,Harrisburg
"965 Grey Rocks Road, Fort Laramie, WY 82212",https://lh5.googleusercontent.com/p/AF1QipNClP-QWib0zEUB8lztUDY7miPB2-I1pbdD8NKA=w408-h306-k-no,Laramie
"3129 S River Rd, West Lafayette, IN 47906",https://lh5.googleusercontent.com/p/AF1QipPDeBx7qcofwbQNjsCAhj4a2bRGdQUsGG3fg1E-=w408-h272-k-no,Lafayette
"201 Marine Dr, San Francisco, CA 94129",https://lh5.googleusercontent.com/p/AF1QipPyztXf7EyMbcZDf7s2pj0O5TxeUfLweIB8yIEr=w408-h272-k-no,San Francisco
South Carolina 29412,https://lh5.googleusercontent.com/p/AF1QipPLOSHVuzhKKsoZwsVeAHKX9-ONqwgcuenjknc=w408-h306-k-no,Sumter
"15550 ND-1804, Williston, ND 58801",https://lh5.googleusercontent.com/p/AF1QipN1KNC4B5vw-Fy0eHzYgKzfG5m1FaANVmJ11Plu=w408-h726-k-no,Williston
"311 E Main St, Fort Wayne, IN 46802",https://lh5.googleusercontent.com/p/AF1QipOWTNRuOnqGBYs_eET2-SXD-SqW5T9y09dDJPgt=w720-h240-k-no,Fort Wayne
"300 E Main St, Rock Hill, SC 29730",https://lh5.googleusercontent.com/p/AF1QipMqAKpoTIVHDyqjkZpAkaV3JvQIiHDhngmVBP1B=w408-h306-k-no,Rock Hill
"Flume Gorge, Daniel Webster Hwy, Lincoln, NH 03251",https://lh5.googleusercontent.com/p/AF1QipPad-FM7zKmg0NfbEzoy0YTZ6wg88IJjIN4nSGw=w408-h408-k-no,Littleton
"4001 Stough Rd, Concord, NC 28027",https://lh5.googleusercontent.com/p/AF1QipPfiAb6Peg1yd5burFccT1PR3iOuDa5OHwa2wNI=w408-h306-k-no,Charlotte
"125 Jewett Pkwy, Buffalo, NY 14214",https://lh5.googleusercontent.com/p/AF1QipPSfU5Jo_0ZSK2lNguY5xKAlI8XK8P33wy-txaU=w408-h306-k-no,Buffalo
"140 Parkridge Dr, Columbia, SC 29212",https://lh5.googleusercontent.com/p/AF1QipM34JVRWEaoPwjuAA4z--8GMHRwwx1fTTV3wC9d=w408-h408-k-no,Columbia
"Tom Mays Park Access Rd, El Paso, TX 79930",https://lh5.googleusercontent.com/p/AF1QipMS3q72C2BzgBtmnbwz_YSKDTHh-bCRVnYpPEjy=w408-h306-k-no,El Paso
"1000 E Beltline Ave NE, Grand Rapids, MI 49525",https://lh5.googleusercontent.com/p/AF1QipPNRz4mJrlNWMtcGgLWEEVA9mJgfKMW2fJwqMKz=w408-h349-k-no,Grand Rapids
"1908 East Blvd, Charlotte, NC 28203",https://lh5.googleusercontent.com/p/AF1QipMSP5NkVL1yvut8e7o2pF1pITRXobazs5HMQH_G=w408-h306-k-no,Charlotte
"425 E Fremont St, Las Vegas, NV 89101",https://lh5.googleusercontent.com/p/AF1QipMx5dr33UuwneFcIzFDfR2HoQlkfd_cs7XOzXCy=w408-h272-k-no,Las Vegas
"2233 N First St, Fresno, CA 93703",https://lh5.googleusercontent.com/p/AF1QipOzU5zyz0vR928Wy0EvEShzyg0nOV5E49UeC9h1=w408-h544-k-no,Fresno
"894 W Belmont Ave, Fresno, CA 93728",https://lh5.googleusercontent.com/p/AF1QipOdRRtFnQlFORweS840F7hqo3qDZ3IloyV8NQqg=w408-h271-k-no,Fresno
"1944 N Winery Ave, Fresno, CA 93703",https://lh5.googleusercontent.com/p/AF1QipNgjIIgysLAagtU4Rf7PWQnZ7DwzSI7Ga9gngN_=w408-h306-k-no,Fresno
"309 Port Penn Rd, Middletown, DE 19709",https://lh5.googleusercontent.com/p/AF1QipOmOGPH9yL1nPC74_NzlgFAhfRtPvJovXfICk4Y=w426-h240-k-no,Middletown
"2400 Central Ave SE, Albuquerque, NM 87106",https://lh5.googleusercontent.com/p/AF1QipN6OvCglTZZ3N1Ptgq8-N9wlN_OfJhFxZ4hvxEv=w408-h306-k-no,Los Lunas
"3315 10th Ave S, Great Falls, MT 59405",https://lh5.googleusercontent.com/p/AF1QipOeeDdpI_Y174Y3ORKMwf6mIHmNYto-Btf0aTgk=w426-h240-k-no,Great Falls
"601 Old Clear Crk Rd, Carson City, NV 89701",https://lh5.googleusercontent.com/p/AF1QipOet4WxLBRRCCJSmE7XelKUV5xC5jCsXf6ibWlH=w426-h240-k-no,Carson City
"Cooke St, Waterbury, CT 06704",https://lh5.googleusercontent.com/p/AF1QipMjCOP3IzFKuv_b0QT8pNjvAUd4zLIQACMcp4Zf=w408-h306-k-no,Waterbury
"5700 Fun Spot Way, Orlando, FL 32819",https://lh5.googleusercontent.com/p/AF1QipPksyyaJMehG3lhcRFhgs0DF0mL3Zdie9hEdZjW=w408-h306-k-no,Orlando
"200 Daniel Webster Hwy, Nashua, NH 03060",https://lh5.googleusercontent.com/p/AF1QipNgvjLon-JpRoYedBLSCq1uw8pFoZHGXZuQOEYl=w426-h240-k-no,Nashua
"7003 Q St, Omaha, NE 68117",https://lh5.googleusercontent.com/p/AF1QipOaBI4ArwfOaxspxEL9YsC48wTb750OR-MzV6QK=w408-h327-k-no,Bellevue
"317 W Main St, Bozeman, MT 59715",https://lh5.googleusercontent.com/p/AF1QipNxT0fFfzHbIIUb-fkT6F6E37nQ8jqQz4xXX9Y=w408-h306-k-no,Bozeman
"2145 Centre Ave, Fort Collins, CO 80526",https://lh5.googleusercontent.com/p/AF1QipOK8fHdJH36MSqk7FcKiXOnqZ0wyH3M58YvQt2v=w408-h272-k-no,Fort Collins
"300 N Central Park Ave, Chicago, IL 60624",https://lh5.googleusercontent.com/p/AF1QipPeP0qnJKYSa-3InU8gTqaHa9zSx3uuXwS-bmmE=w408-h544-k-no,Chicago
"Evansville, IN 47710",https://lh5.googleusercontent.com/p/AF1QipNUc15Fojp0UcVxyZuEvekCd1R916vxesyUWp73=w408-h272-k-no,Evansville
"11 N 4th St #1810, St. Louis, MO 63102",https://lh5.googleusercontent.com/proxy/FFVmo5qK9YtAxdEbeybPqpiGO-DQILTfwFH7l2SNjvO7nFo2GBTRrjKfa2AkQ667cKTv6_jf6m48MiLJWPE5KudIk73ja3idATwxGMjL1KMMnurSmdN-KuSnLakajEoeMfmeZIlWlgtxLvYAW0runPvx-AU6ZKo=w408-h272-k-no,St. Louis
"Gatlinburg, TN 37738",https://lh5.googleusercontent.com/p/AF1QipP1z5R7Rq1XdrFoAs1rgJXPyMGoEr_W_nGD3Kf0=w408-h306-k-no,Gatlinburg
"115 Historic Nature Trail, Gatlinburg, TN 37738",https://lh5.googleusercontent.com/p/AF1QipOG-2IK-TjaF3TNjX42VgaloNb79G-cnX3WQcHM=w408-h309-k-no,Gatlinburg
"3659 Wyth Rd, Waterloo, IA 50703",https://lh5.googleusercontent.com/p/AF1QipOr1NlIkTeFHpVJhKjb5zk5k11C0lPuntXBQaqp=w408-h306-k-no,Waterloo
"225 Baker St NW, Atlanta, GA 30313",https://lh5.googleusercontent.com/p/AF1QipMgJJ7zSmzP2OjxDW0BUApYm_nh5lFQMexIyZcp=w408-h306-k-no,Atlanta
"90 Carlton St, Athens, GA 30602",https://lh5.googleusercontent.com/p/AF1QipMkxzdBl9whRBv1kh1BCjciDcYIghLjL0QaJpqK=w408-h272-k-no,Athens
"217 Johnson St, Santa Fe, NM 87501",https://lh5.googleusercontent.com/p/AF1QipOXZin6CPeBJweUKG52sMiis5ltqn49YXnm3Vco=w408-h272-k-no,Santa Fe
"4803 Giant Springs Rd, Great Falls, MT 59405",https://lh5.googleusercontent.com/p/AF1QipM-Ehy9QlPI3-qIVgsrIrQxSniCyugi2z3Ot946=w408-h306-k-no,Great Falls
"116 Marion St NE, Salem, OR 97301",https://lh5.googleusercontent.com/p/AF1QipNj7XG-WGuB-n0V44JFX-g8shzHDbHr5Jc5sUPf=w408-h271-k-no,Salem
"110 W Gasparilla Plaza, Tampa, FL 33602",https://lh3.googleusercontent.com/proxy/xopHtjp1Qd_HsuQxUu_c8m_vD7Bgyo9NDNi2t35bd-2MpLPyLBSvSHSW9ZeuVr-4c2mkC2yQ-7xxdS0RTD8r85zi757ibk2130KzAicnZlf9VPEtR_a51BOZp4WZgwaGYK8SElOvkvEanpiqpjAeLUrNw82ANg=w408-h272-k-no,Tampa
"3300 London Rd, Duluth, MN 55804",https://lh5.googleusercontent.com/p/AF1QipOQ7zmld4R6XBOjr0fVb1versgF6tf5VFabDvKL=w408-h272-k-no,Duluth
"200 W Mountain Ave # C, Fort Collins, CO 80521",https://lh5.googleusercontent.com/p/AF1QipOBXl8TCO9esxjB2MHMdGx94uV3XvdFQgNM9wkY=w408-h273-k-no,Fort Collins
"1095 Ives Rd, Warwick, RI 02818",https://lh5.googleusercontent.com/p/AF1QipOuj_YfLmC6zcc4cMs-w6CvQfr16NglzVqMUJt9=w506-h240-k-no,Warwick
"4701 N. Torrey Pines Drive, Las Vegas, NV  89130",https://lh5.googleusercontent.com/p/AF1QipOxbPq_WN2imKtOazXbWTiwVh9JmDxDFButwgsn=w426-h240-k-no,Las Vegas
"Golden Gate Bridge, San Francisco, CA",https://lh5.googleusercontent.com/p/AF1QipOsar96DfB6kDoah4v5ON8-m_Yi65XAwK3MlYj6=w408-h272-k-no,San Francisco
"San Francisco, CA",https://lh6.googleusercontent.com/proxy/Re_uJganG3pBk9D1SDgNoBUSZxRfsvy8OftjqwO5RWQHyy1Zv0E9fATdxXdqr158SSlyY8zEnpyn7_R8cesEpFFRVwRbgbMnfMmiGaR9bOEFWpz62sQR7tF9jewXBcdYydS3hL6kKOd7J_e290lkiG-Kl2Q0rg=w408-h272-k-no,San Francisco
"3355 S Las Vegas Blvd, Las Vegas, NV 89109",https://lh5.googleusercontent.com/p/AF1QipOaoGfmnZuLE_DnfCJfm-aV1LA6KlcQvE65D7QE=w408-h306-k-no,Las Vegas
"1600 Miccosukee Rd, Tallahassee, FL 32308",https://lh5.googleusercontent.com/p/AF1QipPL6Vnix9My-TiPnhmW7X_XhcIQy5gS3DR0duYv=w408-h325-k-no,Tallahassee
"4815 N Lynndale Dr, Appleton, WI 54913",https://lh5.googleusercontent.com/p/AF1QipN5r_e9zmG43Gb-nScu-_z5u9jNEta77XuVNKRx=w408-h544-k-no,Appleton
"Elvis Presley Blvd, Memphis, TN 38116",https://lh5.googleusercontent.com/p/AF1QipNwW-_v32E0Jl6pz5RMBFboYrI2z5kg6Q9HhoZl=w408-h306-k-no,Chattanooga
"105 South Ripley Avenue, Mountainair, NM 87036",https://lh5.googleusercontent.com/p/AF1QipMRPHijblzPt1i9P-4UpMkB0Pkd3b13SSnDTUCG=w426-h240-k-no,Los Lunas
"2405 Belmont Rd, Grand Forks, ND 58201",https://lh5.googleusercontent.com/p/AF1QipPcr2hOCJl7klJNu4TDQDsiNLFyKIO9zdWn7AAu=w408-h305-k-no,Grand Forks
"11 Sheldon Ave NE, Grand Rapids, MI 49503",https://lh5.googleusercontent.com/p/AF1QipM2oZmT4OWqeR8LOtNQWGjtKipAFlnYWPnPm0SK=w408-h613-k-no,Grand Rapids
"272 Pearl St NW, Grand Rapids, MI 49504",https://lh5.googleusercontent.com/p/AF1QipP4GvQ9I74sD9gePWuE5cxmtcCUSETrg4kiITmh=w408-h408-k-no,Grand Rapids
"525 W Front St, Traverse City, MI 49684",https://lh5.googleusercontent.com/p/AF1QipNrVrTH5oKYi6fpHROIoxLN1zcpeBmcKuQi4fTu=w408-h271-k-no,Traverse City
"1550 Sheridan Ave, Cody, WY 82414",https://lh5.googleusercontent.com/p/AF1QipNtXP7pvl2KWQyDD3WYIfL23fYnwOAjkFAeP_sE=w408-h306-k-no,Cody
"337 E Randolph St, Chicago, IL 60601",https://lh5.googleusercontent.com/p/AF1QipOXFwJwbv1E2yxRTzjwAGh4DySf4IHm0qeEoG7O=w408-h306-k-no,Chicago
"863 Houston Northcutt Blvd, Mt Pleasant, SC 29464",https://lh5.googleusercontent.com/p/AF1QipNy2O6rmjtx8djOiEOBnjrbLx00g3swjCJJh9kR=w423-h240-k-no,Mt Pleasant
"1 S Pinckney St, Madison, WI 53703",https://lh5.googleusercontent.com/p/AF1QipOujeB_n2hayiB98qWijDvFZy7yEdpdgUqH30Qn=w408-h407-k-no,Madison
"13240 S W Bay Shore Dr, Traverse City, MI 49684",https://lh5.googleusercontent.com/p/AF1QipNqguk_xPxbQL33ZrRYQGABh2gt3EN7xfjcA_1-=w408-h306-k-no,Traverse City
"989 Carousel Way, Helena, MT 59601",https://lh5.googleusercontent.com/p/AF1QipMoOIj0SNvaaQhHP1Cplf_Wn_SkYGWs6cjTNHZg=w408-h287-k-no,Helena
"805 S Kiwanis Ave, Sioux Falls, SD 57104",https://lh5.googleusercontent.com/p/AF1QipO8kwlaLu_GeS9mNWgO_gYmSWKGKojjMx96gwqe=w408-h270-k-no,Sioux Falls
"2000 Sycamore St, Cleveland, OH 44113",https://lh5.googleusercontent.com/p/AF1QipO6trn-Wm2M82Ag8TbKbv4LQANQ2ILDTStEPZJs=w408-h408-k-no,Cleveland
"909 Robert D. Ray Dr, Des Moines, IA 50309",https://lh5.googleusercontent.com/p/AF1QipNseq02UEW1ZaDYy_NlmVzo-Z6gwXtfX6hBflnD=w408-h272-k-no,Des Moines
"Greeley Park, 100 Concord St, Nashua, NH 03064",https://lh5.googleusercontent.com/p/AF1QipMZ02B4sVdCqygjYOFFTskjfCNISoaSz8L5wX-x=w408-h306-k-no,Nashua
"2600 Larsen Rd, Green Bay, WI 54303",https://lh5.googleusercontent.com/p/AF1QipObjQ9bPBg4rnh7symS4nn5k0auU2Je9ckbjl2Y=w426-h240-k-no,Green Bay
"231 N Main St, Rutland, VT 05701",https://lh5.googleusercontent.com/p/AF1QipPDY51--KAQB24X-FSwkYk0aQUeuQKtCPKBif3O=w408-h306-k-no,Rutland
"6795 E Riverside Blvd, Rockford, IL 61114",https://lh5.googleusercontent.com/p/AF1QipMHVrCVYibJsO2EMdpGDTPq7kZ_ZuREjzgs4u0M=w408-h306-k-no,Rockford
"220 N Church St, Greensboro, NC 27401",https://lh5.googleusercontent.com/p/AF1QipPVCLg-DU6QV6lSVNHVJqLqipXRVMVfNNNGYFJ8=w408-h306-k-no,Greensboro
"4301 Lawndale Dr, Greensboro, NC 27455",https://lh5.googleusercontent.com/p/AF1QipNNxFGcwQTfXPApsA5OvGPwq908tQigIJAEvP0U=w408-h306-k-no,Greensboro
"2800 E Observatory Rd, Los Angeles, CA 90027",https://lh5.googleusercontent.com/p/AF1QipPtqJP6WuqqhDO-gcviBV8h2ouW5sxuxSvyYPQh=w408-h270-k-no,Los Angeles
"4730 Crystal Springs Dr, Los Angeles, CA 90027",https://lh5.googleusercontent.com/p/AF1QipP2nOboNd1CK-JUQBu1YyzlMif-4-mCcTuRVhU2=w408-h306-k-no,Los Angeles
"2011 Old 63 S, Columbia, MO 65201",https://lh5.googleusercontent.com/p/AF1QipPKyLwCT0xnG3ta-WC4kAQmi0FzWwPq2LZWwRic=w408-h306-k-no,Columbia
"2800 32nd Ave S #6026, Grand Forks, ND 58201",https://lh5.googleusercontent.com/p/AF1QipNbmNFIQYqU0QMfBjARjKDMSadZSTM6BgwLiZQP=w426-h240-k-no,Grand Forks
"2110 E Burdick Expy, Minot, ND 58701",https://lh5.googleusercontent.com/p/AF1QipOrSyRExOrjmc5D0WZyOxikJ0bv97afNDX-5yE_=w408-h271-k-no,Minot
"17200 16th St, Gulfport, MS 39503",https://lh5.googleusercontent.com/p/AF1QipOLUFISY2wxXQ14fokaqYL7D_vuV5IC78NEQmHK=w408-h306-k-no,Gulfport
"117 San Jacinto Blvd, Austin, TX 78701",https://lh5.googleusercontent.com/p/AF1QipMmV5qgoNJGNjoVekptcmJv6BFab1R1hz4d6oI=w408-h306-k-no,Austin
"310 S Front St, Memphis, TN 38103",https://lh5.googleusercontent.com/p/AF1QipNWgfpNC6We4CAy16ZMiRl_0dz4c3sUJd5bu9va=w408-h372-k-no,Memphis
"200 Hagley Creek Rd, Wilmington, DE 19807",https://lh5.googleusercontent.com/p/AF1QipOeGNmSKj6vt-3BdLeWKxzD2xB6uCcMRiIECHYY=w408-h272-k-no,Wilmington
"11327 S Garnett Rd, Broken Arrow, OK 74011",https://lh5.googleusercontent.com/p/AF1QipPTavXIXY8cGgy81eZbFl3M7Ugy2pC8GAA2W6th=w408-h544-k-no,Broken Arrow
"606 Stanton Christiana Rd, Newark, DE 19713",https://lh5.googleusercontent.com/p/AF1QipP1Zb4AoQqvSv1aXxZVydqpNEazo9gY7Pfx78l9=w408-h612-k-no,Newark
"120 Old Hampton Ln, Hampton, VA 23669",https://lh5.googleusercontent.com/p/AF1QipNSkeIDsiclOjG_lT78UNqLAgkLHjVzXOd_UFH3=w408-h296-k-no,Hampton
"1 Waterside Dr Suite 248, Norfolk, VA 23510",https://lh5.googleusercontent.com/p/AF1QipP7af9plHtgmS_i8T_6nxOs6xiZAhqoRbFrgP8O=w426-h240-k-no,Norfolk
"748 Story Rd, San Jose, CA 95112",https://lh5.googleusercontent.com/p/AF1QipOKe1k8-GMmXzH2byhWIHD2oYxOa7Jc2LIZk0W4=w408-h306-k-no,San Jose
"77 Forest St, Hartford, CT 06105",https://lh5.googleusercontent.com/p/AF1QipM3fV3tqlGS6Q-ZxZ5jLJwktcfs6R5iyKPGMY4=w408-h271-k-no,Hartford
"10th St &, Veterans Memorial Blvd, Huntington, WV 25701",https://lh5.googleusercontent.com/p/AF1QipMgxXddkVNoPUTvrcyre9UbhIOWMmrL0obL6fSm=w408-h306-k-no,Huntington
"153 S Illinois St, Indianapolis, IN 46225",https://lh5.googleusercontent.com/p/AF1QipNhViEVI-CRju8kORoayrZHBRz5nleZoGblC4wN=w408-h292-k-no,Indianapolis
"1920 N Forest Ave, Orlando, FL 32803",https://lh5.googleusercontent.com/p/AF1QipMhNmeY9YAJzBgNMJw34zEFSQ4Jaj93XfQienBn=w408-h291-k-no,Orlando
"223 N Main St, Independence, MO 64050",https://lh5.googleusercontent.com/p/AF1QipODakotgmlYZlBjjsLumXsXOJsKtRJge6xD9k5q=w408-h306-k-no,Independence
"618 22nd Ave, Meridian, MS 39301",https://lh5.googleusercontent.com/p/AF1QipNJJu1AEwENEk_IEKMpertCSSCuh_oG8RuqS8_0=w408-h306-k-no,Meridian
"94-695 Waipahu St Ext, Waipahu, HI 96797",https://lh5.googleusercontent.com/p/AF1QipOnRHB5FyGO1JXc2JKkQJGTbxVcYw6skjCVOOpb=w408-h306-k-no,Waipahu
"1001 Park St, Jacksonville, FL 32204",https://lh5.googleusercontent.com/p/AF1QipNh0dx4Qqpjzct_Rma9MN0IzKFCcxWT-oCh0rDa=w408-h306-k-no,Jacksonville
"2502 Payne Dr, Bellevue, NE 68005",https://lh5.googleusercontent.com/p/AF1QipNJ7S0S_PGkqLLRTKyQ4acBsckPtjnienR1Uqjt=w426-h240-k-no,Bellevue
"625 W Prospect Ave, Appleton, WI 54911",https://lh5.googleusercontent.com/p/AF1QipMyYmXZ3tJLnUhE8d5-hvz6rwtsGeAwTasAmwWa=w408-h334-k-no,Appleton
"124 Reservoir Ave, Randolph, NJ 07869",https://lh5.googleusercontent.com/p/AF1QipMvtXGFgnhUO8LmPR4I96j5jBDyRT9UHGHQJIBS=w408-h272-k-no,Newark
"8398 N Fresno St, Fresno, CA 93720",https://lh5.googleusercontent.com/p/AF1QipPL8X8YIZXjxsY-jL3CueaSBdKmJpnMYV7sqBnE=w408-h544-k-no,Fresno
"350 E Galleria Dr, Henderson, NV 89011",https://lh5.googleusercontent.com/p/AF1QipPK6YHZH_z5plp5JlGTQ19rldd105G8NR6xSk-t=w408-h272-k-no,Henderson
"Summit Ave &, Skyline Blvd, Eugene, OR 97403",https://lh5.googleusercontent.com/p/AF1QipMr_kd-We32aSeRNvJtQ-lzpKXKB38HaUsDNaDg=w408-h306-k-no,Eugene
"401 W Kennedy Blvd, Tampa, FL 33606",https://lh5.googleusercontent.com/p/AF1QipN3lXWx3kr0342zO7wZ9bG8I1Tv1mu5nAQM2gtA=w408-h271-k-no,Tampa
"702 S Randall Ave, Madison, WI 53715",https://lh5.googleusercontent.com/p/AF1QipPv3sImkvfo8mwXA5BH9H9t9Cow9annpKiR4C9i=w408-h544-k-no,Madison
"1100 E Lake Shore Dr, Springfield, IL 62712",https://lh5.googleusercontent.com/p/AF1QipPTWKH06VOWJ-4h9tC-8AEa9N7_kjxAQrgkNzTd=w426-h240-k-no,Springfield
"3300 Harvey Rd, Huntington, WV 25704",https://lh5.googleusercontent.com/p/AF1QipNcPCNl1J6l0REQZ94BNJ6vGGps5onmD9NOp6Nf=w408-h306-k-no,Huntington
"2640 S Webster Ave, Green Bay, WI 54301",https://lh5.googleusercontent.com/p/AF1QipOrFQ_qgRjWX3_PzgAqysXK2gUfkW2uh814Yuox=w426-h240-k-no,Green Bay
"Wheeling, WV 26003",https://lh5.googleusercontent.com/p/AF1QipN731ZegumEI4H-IDrShmkhIsn9uscH9zhMC1PW=w408-h306-k-no,Wheeling
"6001 Fannin St, Houston, TX 77030",https://lh5.googleusercontent.com/p/AF1QipOF7HeinKKqASrppdXDpBpZGIcI7e7e1--6rgjz=w408-h305-k-no,Houston
"315 Falls Ave, Twin Falls, ID 83301",https://lh5.googleusercontent.com/p/AF1QipPhkX-7miSEyLoM5jx0kuMmRM-zam_r-PnFwtoL=w408-h257-k-no,Twin Falls
"59800 US-97, Bend, OR 97702",https://lh5.googleusercontent.com/p/AF1QipND3m2B826yRleX7h3KnDfqISi0Qd0HJRFaMya5=w408-h306-k-no,Bend
"1720 Jimmie Rogers Memorial Dr, Meridian, MS 39307",https://lh5.googleusercontent.com/p/AF1QipNP9r5G4og0ZhNdQ7fhaMttTI6GqG-1c6-4ePqU=w412-h240-k-no,Meridian
"94-830 Moloalo St #101, Waipahu, HI 96797",https://lh5.googleusercontent.com/p/AF1QipMRyLcvTz3mg-gZOobX3JAp-ybuQrqvifGfPOUR=w456-h240-k-no,Waipahu
