location,image_link-src,city
"429 Bull St, Savannah, GA 31401",https://lh5.googleusercontent.com/p/AF1QipNlITSsge243WxhRGnwFA-tlEAP-J3pgqyUHDpw=w408-h544-k-no,Savannah
"628 25th Ave, Meridian, MS 39301",https://lh5.googleusercontent.com/p/AF1QipNwFcVXXdUiqHRHoJozaR8GHNz3NJi6WX6sfpI1=w408-h408-k-no,Meridian
"10475 Little Patuxent Pkwy, Columbia, MD 21044",https://lh5.googleusercontent.com/p/AF1QipOthu6tbyImLDS2AqfaBbNP2fCdDIOg4v19ADvS=w426-h240-k-no,Columbia
"Moab, UT 84532",https://lh5.googleusercontent.com/p/AF1QipOY70qzIrz_S5wS7yRqrwwKUjG9-GK6s-TCP15M=w408-h271-k-no,Moab
"5000 Calle Del Norte, Las Cruces, NM 88005",https://lh5.googleusercontent.com/p/AF1QipNyLK3l5LUPnZlelUNATSTtOjfNwF5myt1U3RBl=w408-h306-k-no,Las Cruces
"1545 Mesker Park Dr, Evansville, IN 47720",https://lh5.googleusercontent.com/p/AF1QipPIhJFefLUcD1q77iiNXCTuMLn6iXXM18VjDifF=w408-h306-k-no,Evansville
"1611 McKinney Ave, Dallas, TX 75202",https://lh5.googleusercontent.com/p/AF1QipPHjWxbyywtHMHIUPQuzYVBlcb3h9Ex0UqAHvy0=w426-h240-k-no,Dallas
"950 W Mesquite Blvd, Mesquite, NV 89027",https://lh6.googleusercontent.com/proxy/9236ws8PM03x_iDFPt-2AxHTnwu1LcAtZJc-ro5_5JS7Y3S43nMyFIcgZwXsB72AkhS1LJxJPaNmIg7EwRI8hEabuXZrqtdDmbUTg7bY-S_FlS7L-v2Tt4DnxFK86R3uL_BxnkhM2-3WujY2Jz8yJKCWCBVSGQ=w408-h272-k-no,Mesquite
"980 MacArthur Causeway, Miami, FL 33132",https://lh5.googleusercontent.com/p/AF1QipMECP_x86YtcxJzbhACSFJLpirvZzAedjKxtRyy=w408-h272-k-no,Miami
"4400 Rickenbacker Causeway, Miami, FL 33149",https://lh5.googleusercontent.com/p/AF1QipMruQbfo3gVDP2ZCgy5DDJS8taIBu9o5cFm12yB=w408-h272-k-no,Miami
"399 W Broadway, Jackson, WY 83001",https://lh5.googleusercontent.com/p/AF1QipOyN-vfCaxquWPgVlUefUW2R3BIMEQ28HbEe4JX=w408-h272-k-no,Jackson
"5020 John R St, Detroit, MI 48202",https://lh5.googleusercontent.com/p/AF1QipMVzB_8Gk93GtBk1x-C7mk9l2dAOe7NvPkc8YEO=w446-h240-k-no,Detroit
"875 N Broad St, Middletown, DE 19709",https://lh5.googleusercontent.com/p/AF1QipPhfNdVmC3VQzMf2GE1e214A8AM-e1gU7W4k9IB=w408-h306-k-no,Middletown
"1406 N Meridian Rd, Tallahassee, FL 32303",https://lh5.googleusercontent.com/p/AF1QipOj142oGpCyaGrQSt_fSJm7IEa49qSXsE-pubfG=w408-h387-k-no,Tallahassee
"151 S Stratford Rd, Winston-Salem, NC 27104",https://lh5.googleusercontent.com/p/AF1QipMcNU3PL-U2A771ywXEmBrkRCTWHPgJRjVrNJ87=w426-h240-k-no,Winston-Salem
"6799 Guilford Rd, Rockford, IL 61107",https://lh5.googleusercontent.com/p/AF1QipOHa0f7SnB4AygjkYtLWC4JXJpS49cumPtQsXct=w426-h240-k-no,Rockford
"1707 Broadway, Scottsbluff, NE 69361",https://lh5.googleusercontent.com/p/AF1QipNlowO_zNvlZ6So8A3mZNGlJHs983pJorjGWD80=w426-h240-k-no,Scottsbluff
"1401 Central Ave, Charlotte, NC 28205",https://lh5.googleusercontent.com/p/AF1QipOVsZ20AdrANvrXDx0n-wgt-jjmZEj7JK-5rlAv=w408-h272-k-no,Charlotte
"1212 Washington St, Wilmington, DE 19801",https://lh5.googleusercontent.com/p/AF1QipPCJLu5OlBamCkBuwDE4cV6q67-Y1DRsfr7SGDo=w426-h240-k-no,Wilmington
"51 Park Pl, Newark, NJ 07102",https://lh5.googleusercontent.com/p/AF1QipPLPWaso5Mtu8PMZL5GIE7F1tYWJnA3T1QrCCgu=w426-h240-k-no,Newark
"704 S 2nd St, Minneapolis, MN 55401",https://lh5.googleusercontent.com/p/AF1QipMjfFD7v96Kw8OX74BtINgg2lkpcw9cEZFeK1NT=w408-h273-k-no,Minneapolis
"102 Portland Ave S, Minneapolis, MN 55401",https://lh5.googleusercontent.com/p/AF1QipO09braisuCgTSPvYnI4ZNsUvTkc_DDsig-RjE-=w426-h240-k-no,Minneapolis
"443 Aurora Ave, Naperville, IL 60540",https://lh5.googleusercontent.com/p/AF1QipNpi8-em6HHqOrsC92DsdB7_VvS5gMtW_bJ8MGQ=w408-h272-k-no,Naperville
"201 E Randolph St, Chicago, IL 60602",https://lh5.googleusercontent.com/p/AF1QipNr0_J34QPvK2bUGcWURqJAUXTGxi7a9vt2DMCA=w426-h240-k-no,Chicago
"1900 Carman St, Camden, NJ 08105",https://lh5.googleusercontent.com/p/AF1QipOk9cV2aVjCYFxsDuijcFqT2fT_7nMZ4-CrN8qP=w426-h240-k-no,Cherry Hill
"1520 N Lacrosse St, Rapid City, SD 57701",https://lh5.googleusercontent.com/p/AF1QipOy6e9bh-CZZRv4u2SEX0yfMF-ic9ZpsaYxqYJa=w426-h240-k-no,Rapid City
"10001 W Bluemound Rd, Milwaukee, WI 53226",https://lh5.googleusercontent.com/p/AF1QipN8Q85U5YuU5jY_9eqB_fSssgiW1FTZPQxATTH_=w426-h240-k-no,Milwaukee
"Nashua, NH 03060",https://lh5.googleusercontent.com/p/AF1QipMMuoBumxOZJ_w7EFghUr1cvmcSMLh6hk1DHS0=w408-h271-k-no,Nashua
"725 Vineland Pl, Minneapolis, MN 55403",https://lh5.googleusercontent.com/p/AF1QipMKMq4X1ZE7FnC-PpAbhJ-Y0kCpAO3UeO1Qy1pe=w408-h306-k-no,Minneapolis
"345 W Kellogg Blvd, St Paul, MN 55102",https://lh5.googleusercontent.com/p/AF1QipN_MMEbrbY59MdBT1GRLD2xV9703glS2zVafXvP=w426-h240-k-no,St Paul
"1150 Lakeland Dr, Jackson, MS 39216",https://lh5.googleusercontent.com/p/AF1QipMu1cPgx4dozjdVjwoDImNg6R8MwxLqb2naLdhj=w408-h273-k-no,Jackson
"2145 Museum Blvd, Jackson, MS 39202",https://lh5.googleusercontent.com/p/AF1QipP-xyP0_GxvYQCDe6wGf_uu5aqHujHPUdAEXgNE=w426-h240-k-no,Jackson
"522 Pass Rd, Gulfport, MS 39507",https://lh5.googleusercontent.com/p/AF1QipPRClwqssX0_25lvwrKzqaoB1nBedENjfQrN55B=w408-h400-k-no,Gulfport
"1808 4th St, Meridian, MS 39301",https://lh5.googleusercontent.com/p/AF1QipMxTUwHLvPsAt8GwbFW_eiAs40CysO6tCdnEXe0=w408-h306-k-no,Meridian
"380 S Lamar St, Jackson, MS 39201",https://lh5.googleusercontent.com/p/AF1QipP0jC-8x712WtlvDxTry0dnJ62R1HRMUVPf3RQI=w408-h544-k-no,Jackson
"2148 Riverside Dr, Jackson, MS 39202",https://lh5.googleusercontent.com/p/AF1QipPiYTVKUqGCY51BoDEfl0Q6hvuOcvfTfVvKLglZ=w408-h272-k-no,Jackson
"4344 Shaw Blvd, St. Louis, MO 63110",https://lh6.googleusercontent.com/proxy/FJs6BNN1YvDtqUcV8t-nyV_larCof-piCNwy91am_U3Iyj73ISxZrzeKMHzK2kGeTCwdKCILq4QNQ9NI8G7axKjWDGnmWFIM94h_gVzfmcpqjFktXcWDB1ksVGs2EsQmfM19YIx4BJoFUNStskr2BqLvuKfZlw=w408-h281-k-no,St. Louis
"201 W Capitol Ave, Jefferson City, MO 65101",https://lh5.googleusercontent.com/p/AF1QipMKYjevw8NjFQxMEWsBVf_DS10EIvv68W9xWuq-=w408-h614-k-no,Jefferson City
"115 Lafayette St, Jefferson City, MO 65101",https://lh5.googleusercontent.com/p/AF1QipMbXs9o8yGTKz1BwvNSOhFN_fB8XBW_Avq2ufzi=w408-h306-k-no,Jefferson City
"524 S Layton Blvd, Milwaukee, WI 53215",https://lh5.googleusercontent.com/p/AF1QipN836bn6_5np7q-ZUJ9KlANr_qlbgrUSEciXh19=w408-h272-k-no,Milwaukee
"112 UT-313, Moab, UT 84532",https://lh5.googleusercontent.com/p/AF1QipOC2vPhzCid3NH6wmt3zFDbBHAdsmhe4e8i5QlY=w408-h304-k-no,Moab
"118 E Center St, Moab, UT 84532",https://lh5.googleusercontent.com/p/AF1QipNbxMKKvwprUwiVsyqVvYFHpa9yjNmEWq-uSwf9=w408-h306-k-no,Moab
"325 S Clinton St, Syracuse, NY 13202",https://lh5.googleusercontent.com/p/AF1QipMtKVWOKyr1sVls2MAXGfLj599WBwmGkUoR6QjP=w450-h240-k-no,Syracuse
"650 Broadway, Bangor, ME 04401",https://lh5.googleusercontent.com/p/AF1QipOoWwhXNxtp60QeaMMFwJG1Gw76A79bxnnk65tk=w408-h506-k-no,Bangor
"2744 W Main St, Bozeman, MT 59718",https://lh5.googleusercontent.com/p/AF1QipPVqE4LfPHUwoKEfxivXhzBD_hhvbNGQZwlYCEG=w408-h272-k-no,Bozeman
"1 Montshire Rd, Norwich, VT 05055",https://lh5.googleusercontent.com/p/AF1QipOU7x-DpQF-7OAoLPfFeEwv_8O_57Q5j-iFIR6o=w408-h272-k-no,Woodstock
"1 Mimosa St, Raleigh, NC 27604",https://lh5.googleusercontent.com/p/AF1QipPToiEc2XQ94yR2yLrRtHYdsPf4UAWzJjN9HpDs=w408-h544-k-no,Raleigh
"520 Mulberry St, Waterloo, IA 50703",https://lh5.googleusercontent.com/p/AF1QipPVBas070RvSufz3caoSsAOXrp7O51XbhWgKFsp=w408-h306-k-no,Waterloo
"5223 David Edwards Dr, San Antonio, TX 78233",https://lh5.googleusercontent.com/p/AF1QipOQn6Q7J1ScU0rtpICAiR9RtcX-Tp15Y9U7fXIG=w408-h306-k-no,San Antonio
"175 Kirk St, Morgantown, WV 26505",https://lh5.googleusercontent.com/p/AF1QipNCupgcKFL2FXZqEYPRfyH6Tyf9OKwROUIPw_Gc=w506-h240-k-no,Morgantown
"1 10th St 2nd Floor, Augusta, GA 30901",https://lh5.googleusercontent.com/p/AF1QipOAF9iClIZUp2uoQ5oeQz56_ARG3VjR8ibsvGFB=w408-h544-k-no,Augusta
"914 Division St, Billings, MT 59101",https://lh5.googleusercontent.com/p/AF1QipP_2bFmwzoTRuUv3Kd9Uy5ts8pSFIhS2o9-OM8T=w408-h271-k-no,Billings
"12700 W Seven Mile Rd, Detroit, MI 48235",https://lh5.googleusercontent.com/p/AF1QipOwmoAO7DR1xniAFksZfBHEJjuwRyVs4MtBdPdg=w426-h240-k-no,Detroit
"99 Harry M. Hallman Jr Blvd, Mt Pleasant, SC 29464",https://lh5.googleusercontent.com/p/AF1QipM2NDyKDl4c3f_8dKvhLe5FPgbjOUkqJM47HvcV=w408-h306-k-no,Mt Pleasant
"13000 SD-244, Keystone, SD 57751",https://lh5.googleusercontent.com/p/AF1QipN77i3hnEERBZxibwEBiIXwTYFrJ9h9Oc7R3AGg=w408-h306-k-no,Rapid City
"107 W Jones St, Savannah, GA 31401",https://lh5.googleusercontent.com/p/AF1QipPe2-y7m6SElkybWESHylKVqBNv963T5KbJYddQ=w408-h272-k-no,Savannah
"7418 Biscayne Blvd, Miami, FL 33138",https://lh5.googleusercontent.com/p/AF1QipN0xameDulxNd92II2yCZO0DeIRLun2MCMzST8e=w408-h253-k-no,Miami
"1649 Naglee Ave, San Jose, CA 95126",https://lh5.googleusercontent.com/p/AF1QipOfIQrRyUivL_o0v1s3N8c_ud7coJaEH4LUJH_E=w408-h306-k-no,San Jose
"711 S 2nd Ave, Pocatello, ID 83201",https://lh5.googleusercontent.com/p/AF1QipNPEkjTJV-vf12Pa6f5VMCNIW8aEdjAbLpxVXBz=w408-h306-k-no,Pocatello
"455 E Park St, Olathe, KS 66061",https://lh5.googleusercontent.com/p/AF1QipMmYAaGc4Y9BnhZ05FgmTOhL_6a5wQkbhoUlw6B=w408-h277-k-no,Olathe
"500 W Main St, Durham, NC 27701",https://lh5.googleusercontent.com/p/AF1QipNRQQIu9dj5WteSO_1ZXFU8GBeUs0eMD_uo_-JA=w408-h544-k-no,Durham
"500 S Bronough St, Tallahassee, FL 32399",https://lh5.googleusercontent.com/p/AF1QipMo3uUNGoIbiZiyV7ZqhwmcNjfoOQExcVYQyMIv=w408-h306-k-no,Tallahassee
"200 N Eastern Ave, Idaho Falls, ID 83402",https://lh5.googleusercontent.com/p/AF1QipM3TYbLh9qAsGp6MwcvcJW4Ua_VcFmzBsX5RJjl=w408-h306-k-no,Idaho Falls
"On Museum Hill, 706 Camino Lejo, Santa Fe, NM 87505",https://lh5.googleusercontent.com/p/AF1QipOMs46gFlIsxSHZD600WLcv_7GluR60p4LPaCwo=w408-h306-k-no,Sante Fe
"433 W Murray Ave, Durham, NC 27704",https://lh5.googleusercontent.com/p/AF1QipNUxKkR0Gq4rOfvkd_DlV_QMVyOyZqQRXCbx3D-=w408-h306-k-no,Durham
"1000 Elmwood Ave, Providence, RI 02907",https://lh5.googleusercontent.com/p/AF1QipMckYRnqGbWmw-qOfcwagDODSHfsAMBj-zRe5KS=w408-h272-k-no,Providence
"411 N Downtown Mall, Las Cruces, NM 88001",https://lh5.googleusercontent.com/p/AF1QipOplifMMd2_x20kMcrdTvAR5PwPlMDYeJk0SDXc=w493-h240-k-no,Las Cruces
"115 Northwest Blvd, Coeur d'Alene, ID 83814",https://lh5.googleusercontent.com/p/AF1QipO3reG08Giy2_3fKSY5O84slq_YP03qc42Ylmp4=w408-h306-k-no,Coeur d'Alene
"4801 E Fowler Ave, Tampa, FL 33617",https://lh5.googleusercontent.com/p/AF1QipMoSQ6OPmpSoJCj31KeRrAOrUWW28hYRYyFzy05=w408-h306-k-no,Tampa
"500 S Franklin St, Syracuse, NY 13202",https://lh5.googleusercontent.com/p/AF1QipOnZLPiga9iuHFecNc83gPXzWkMzyvcYPdl5RRN=w408-h272-k-no,Syracuse
"5700 S DuSable Lake Shore Dr, Chicago, IL 60637",https://lh5.googleusercontent.com/p/AF1QipMPaNAR8EozzNehHsQWoryLz2nUvnkYpvCqtueW=w408-h306-k-no,Chicago
"1 Museum Of Science Driveway, Boston, MA 02114",https://lh5.googleusercontent.com/p/AF1QipP6YnkYjMqaFzX-3hvgWlKcJR854O0qZo3PadEw=w408-h258-k-no,Boston
"42 S Main St, Woonsocket, RI 02895",https://lh5.googleusercontent.com/p/AF1QipMW4dtUOiX78qnfTycuKTpDtlqbImUTMZcmiaoj=w408-h272-k-no,Woonsocket
"835 E 1st St N, Wichita, KS 67202",https://lh5.googleusercontent.com/p/AF1QipOR4udqvtjgDl3h9ByiXBKaYNMAB7zruAd7kF0s=w408-h272-k-no,Wichita
"4621 Mt Gallant Rd, Rock Hill, SC 29732",https://lh5.googleusercontent.com/p/AF1QipPZu5lNy_06o7GiXhixaj7e3VP-foA1N3UVY3Sx=w426-h240-k-no,Rock Hill
"601 NW Ferris Ave, Lawton, OK 73507",https://lh5.googleusercontent.com/p/AF1QipPpj7witBAF-cKQ94X0Em_i4hLskcQIN64MU9sl=w425-h240-k-no,Lawton
"600 W Kagy Blvd, Bozeman, MT 59717",https://lh5.googleusercontent.com/p/AF1QipPevtnosVsUhgIhn4CWtN6KCMwm6gnqRCX-VcY_=w408-h306-k-no,Bozeman
"412 E 6th St, Austin, TX 78701",https://lh5.googleusercontent.com/p/AF1QipPB5az1Dl0TEDXUwq0FxPEXPtJ7DgPgJ417gqKY=w408-h252-k-no,Austin
"400 E M.L.K. Jr Blvd, Charlotte, NC 28202",https://lh5.googleusercontent.com/p/AF1QipPVAKwHv4pIbqeglSZ5Rn49H9pWVEXwZ7Z9WUkI=w408-h306-k-no,Charlotte
"523 S Webster St, Naperville, IL 60540",https://lh5.googleusercontent.com/p/AF1QipOfS8gYrJYOmjdARKWryRVfyBqNU7dCDMidL9VP=w408-h271-k-no,Naperville
"2001 Campus Dr, Durham, NC 27705",https://lh5.googleusercontent.com/p/AF1QipOmmYJ4ta2s0--9Hok3nBT54DEAv9iCLhc8BYlh=w408-h299-k-no,Durham
"2001 Flora St, Dallas, TX 75201",https://lh5.googleusercontent.com/p/AF1QipNKcxaUfkN4jNqbfLvOx9hEiG492k8WWsIdnghe=w408-h306-k-no,Dallas
"3777 Nolensville Pike, Nashville, TN 37211",https://lh5.googleusercontent.com/p/AF1QipOgZcKcSuYJ3GvMJPSU7pqqBib0rZHjjk8DfHyc=w408-h306-k-no,Nashville
"501 E Pratt St, Baltimore, MD 21202",https://lh5.googleusercontent.com/p/AF1QipN3zAh670TgRq8gLfM2IoXmbGihG59QJEnYIG-7=w408-h306-k-no,Baltimore
"1 Museum Dr, Reno, NV 89501",https://lh5.googleusercontent.com/p/AF1QipNFXQxm2Bmj0dskOrrnao0Dg2EDoblVzvdFhJjZ=w426-h240-k-no,Reno
"350 Corvette Dr, Bowling Green, KY 42101",https://lh5.googleusercontent.com/p/AF1QipPNoN-EovwEXLuQ0lSUfsDeIfyQ89cGsOgOcQLY=w415-h240-k-no,Bowling Green
"1700 NE 63rd St, Oklahoma City, OK 73111",https://lh5.googleusercontent.com/p/AF1QipNpS6aC2KNbS96Oai3feCsZffY5tXeZzZXWv_bH=w408-h480-k-no,Oklahoma City
"675 E Broadway Ave, Jackson, WY 83001",https://lh5.googleusercontent.com/p/AF1QipPhf5sIqC1RUw9CmL49Ae7N4Gp_vqPWm3vV0fhW=w408-h271-k-no,Jackson
"318 W Pacific Ave, Independence, MO 64050",https://lh5.googleusercontent.com/p/AF1QipPCxOeq0xAnXlJpDr0uQ7uszBsSuU0pk-TiiKkH=w408-h306-k-no,Independence
"1501 N Poplar St, Casper, WY 82601",https://lh5.googleusercontent.com/p/AF1QipMXAUqhHIxuN2g5NLHI_L6BDzAUPHz2I9hx9bs=w408-h306-k-no,Casper
"Washington, DC",https://lh5.googleusercontent.com/p/AF1QipPxnYUxYJ9daFDB76EPgYC0vGZr51U5ObNN0HTg=w408-h291-k-no,Washington D.C.
"350 E 3rd St, Dubuque, IA 52001",https://lh5.googleusercontent.com/p/AF1QipNou8uloIez_mevlnY8bMcjKpKBkpUnTay71PRO=w648-h240-k-no,Dubuque
"1400 Constitution Ave. NW, Washington, DC 20560",https://lh5.googleusercontent.com/p/AF1QipOvCjUIYAFovouDsuzWGasiljjO-BIVUyOgM9rg=w408-h304-k-no,Washington D.C.
"601 Eubank Blvd SE, Albuquerque, NM 87123",https://lh5.googleusercontent.com/p/AF1QipOlZaav8Q9t0lBFpQyYmu1t-Xb3fv-xj29vZ-It=w408-h276-k-no,Los Lunas
"1701 Front St, Toledo, OH 43605",https://lh5.googleusercontent.com/p/AF1QipPE3WMg80Y55959kpC5ndXCmn-NZuT8BQag4ks=w604-h240-k-no,Toledo
"50 E Freedom Way, Cincinnati, OH 45202",https://lh3.googleusercontent.com/proxy/I2f_09wKGg-hffXxMPbddXM3oIXCEvIvLh5y7HpsgHx4AN11NxtirFvzPYgJRjNOoCZ5BPrSwMgSej_bGMDgLJSPXuI678H2LRFkXIuLhhZME6mRZwHybArHQdt31kjrqMn5LjC35ETm_UCmSDczvnIzv5oEWw=w408-h272-k-no,Cincinnati
"2 Memorial Dr, Kansas City, MO 64108",https://lh5.googleusercontent.com/p/AF1QipPSPsgEDLOEakn_o2MFFCzrvvY0whrnVNu4bOh6=w408-h306-k-no,Kansas City
"218 S Clark St, Chicago, IL 60604",https://lh5.googleusercontent.com/p/AF1QipNIsFD9YolR14c8Vshd4-9dCRHCoDlGZOoY1cuM=w408-h306-k-no,Chicago
"301 Wakara Way, Salt Lake City, UT 84108",https://lh5.googleusercontent.com/p/AF1QipNErP7dkeD8orLGX-8ZZM1w5O-eWHhkEzQU4x_H=w408-h306-k-no,Salt Lake City
"1 Waterside Dr, Norfolk, VA 23510",https://lh5.googleusercontent.com/p/AF1QipPiB4wSrXM-zHHHFGxSGHnVBGbBiYOtV-Hl2-rF=w427-h240-k-no,Norfolk
"600 E Grand Ave, Chicago, IL 60611",https://lh5.googleusercontent.com/p/AF1QipPmiOt0Uox3wuoMDYBTtodzghhRqlx7Acx-DFvB=w426-h240-k-no,Chicago
"500 Arthur Ave, Scranton, PA 18510",https://lh5.googleusercontent.com/p/AF1QipN4MhRA0AyYFv2kWt7-ZL_fSjrv1JViRjZkpz9-=w408-h306-k-no,Scranton
"600 N Carson St, Carson City, NV 89701",https://lh5.googleusercontent.com/p/AF1QipP7u0ftfBhxWu1y0hC2ShtfNW81AHqHu9muumIR=w408-h306-k-no,Carson City
"2180 S Carson St, Carson City, NV 89701",https://lh5.googleusercontent.com/p/AF1QipNEHjC1kwHKrNRmhLtZe0FmxDiQvieCoRII38Xb=w408-h271-k-no,Carson City
"1 Delaware St, New Castle, DE 19720",https://lh5.googleusercontent.com/p/AF1QipORnOaQ1nhNWTr7V3eMHosSd3IfR2UHPBZZmGfQ=w408-h306-k-no,New Castle
"1 Central Wharf, Boston, MA 02110",https://lh5.googleusercontent.com/p/AF1QipNI5Uwh5tzGUwYK9xLe_zFZwfvjO5JGPZnysHbs=w408-h306-k-no,Boston
"114 Whitney Ave, New Haven, CT 06510",https://lh5.googleusercontent.com/p/AF1QipN_QQBNBIBwPkm9IpLQ_pebb89Z_9MjhIuKDDEP=w408-h272-k-no,New Haven
"205 W State St, Trenton, NJ 08608",https://lh5.googleusercontent.com/p/AF1QipNiAyO_P293uux50xeBJHndG_5v8WBkqIoB72qy=w408-h306-k-no,Trenton
"4100 Dripping Springs Rd, Las Cruces, NM 88011",https://lh5.googleusercontent.com/p/AF1QipMldHy8ENsnfFFDCUtoIuiaa08fiphx64g6CvZf=w408-h306-k-no,Las Cruces
"1801 Mountain Rd NW, Albuquerque, NM 87104",https://lh5.googleusercontent.com/p/AF1QipOAGlKba5ne92kUCP4Q9CKsDW3vHubULOv_oJtE=w408-h306-k-no,Albuquerque
"1 Palm Dr, New Orleans, LA 70124",https://lh5.googleusercontent.com/p/AF1QipOwfBADD6Ke1Sldu47xXDw8xCSer02qyYsK_DkZ=w408-h346-k-no,New Orleans
"1 Collins Diboll Cir, New Orleans, LA 70124",https://lh5.googleusercontent.com/p/AF1QipOg_WqBah44AJnP4op_UxTO83YIEY4pJLUiHwda=w408-h306-k-no,New Orleans
"State St. and, Washington Ave, Albany, NY 12224",https://lh5.googleusercontent.com/p/AF1QipPGd2WL8YJgAjG2lvqYHsc0Eq-wBef8-RRpmb-K=w408-h272-k-no,Albany
"222 Madison Ave, Albany, NY 12230",https://lh5.googleusercontent.com/proxy/gDLgqPzqktEr3NF8P3A4OFuCGyovL974avgPUzoujIgLtqbwYcoztPukVNNLxkUXJ7OE9SUXIzy6J5jP-DIfq21RmbjIJcgHY128ykUb7a0_PC_daviP0qMP0Knt4e-CV4Pf-VnQCO4H0xKrJJxAQdtA1d5rlQk=w408-h321-k-no,Albany
"1 Levee Wy, Newport, KY 41071",https://lh5.googleusercontent.com/p/AF1QipNw8uQchBHuFpN8Ll9ZUWPK4iD4YU8PxLckK8vH=w426-h240-k-no,Florence
"76 Bellevue Ave, Newport, RI 02840",https://lh5.googleusercontent.com/p/AF1QipPZN5124D2ae8jOwDwGRIvc2wOwx83qhZwBLF3o=w408-h272-k-no,Newport
"1354 N 2nd St, Rockford, IL 61107",https://lh5.googleusercontent.com/p/AF1QipOir3GKcZ8V781TcbPDdExDcAsuzWAkXt4Ptvfh=w427-h240-k-no,Rockford
"5000 Center Ct, Bloomington, MN 55425",https://lh5.googleusercontent.com/p/AF1QipNPZ6bntCq-0tm8tuAQNx0kbUSZD6jpX_JTz8nU=w408-h306-k-no,Richfield
"400 E Collins Dr, Casper, WY 82601",https://lh5.googleusercontent.com/p/AF1QipMog_yAa1M9hTXc1aLzN1P18jtpTo9UkREzc_RF=w408-h272-k-no,Casper
"742 Carter St, Orlando, FL 32805",https://lh5.googleusercontent.com/p/AF1QipM2OD9DpjhQ0SUz8GSyz7WQfJhxsO1coFE9IM3M=w408-h544-k-no,Orlando
"806 Spotswood Ave, Norfolk, VA 23517",https://lh5.googleusercontent.com/p/AF1QipOt1aTUivpVv9hDqGDx3WbbECimIoXDdo1nwxKN=w408-h306-k-no,Norfolk
"447 Main St, Park City, UT 84060",https://lh5.googleusercontent.com/p/AF1QipNzz1Grrr-S6tvGx9X7TCrXENGCjMjJlbIashBY=w408-h240-k-no-pi-0-ya209.3343-ro-0-fo100,Park City
"124 Delaware St, New Castle, DE 19720",https://lh5.googleusercontent.com/p/AF1QipOHqrI6wt_L8B1pKJ05eJuqvH6yhT5Wkh4YE8Rl=w408-h389-k-no,New Castle
"6700 Azalea Garden Rd, Norfolk, VA 23518",https://lh5.googleusercontent.com/p/AF1QipMNz_0tNspEwzjSVCahgy2SNNFIx_zFa42IQAP2=w408-h306-k-no,Norfolk
"11 W Jones St, Raleigh, NC 27601",https://lh5.googleusercontent.com/p/AF1QipMB2EsiQbL705zWJVKBY35rvXB9F9H1MsKc101-=w408-h272-k-no,Raleigh
"7300 SE Harmony Rd, Milwaukie, OR 97222",https://lh5.googleusercontent.com/p/AF1QipNocOv-PSAcbXx8FSyw3IQPwDp3E4UgwEaHpvhB=w408-h306-k-no,Oregon City
"612 E Boulevard Ave, Bismarck, ND 58505",https://lh5.googleusercontent.com/proxy/Dy46z0YLv2dsqWkedrPpt7vGwE5YR3ap-ptDbA1MrXmwHGYffMhgfGW1VXS_XD-sHtHjGq8SzkDKWMdKjbPSCeln6PQxWr8TPpjiGCrhRMiVkS9nb6PObC0WKXr2g0oKjUdvfTQlVLV1SbJdC-DAk4nDTK8y67o=w408-h272-k-no,Bismarck
"261 Centennial Dr, Grand Forks, ND 58202",https://lh5.googleusercontent.com/p/AF1QipOQXMP-EMwNryCoI-h0jInSaLa1vVs87M8q2QmR=w408-h271-k-no,Grand Forks
"1211 28th Ave N, Fargo, ND 58102",https://lh5.googleusercontent.com/p/AF1QipN49JdGhrjJ2qtOTtXyidq3kX3Trh3qVBwOwjrY=w408-h306-k-no,Fargo
"1733 Indian Creek Rd, Chesapeake, VA 23322",https://lh5.googleusercontent.com/p/AF1QipPaYgbGRBa6KBr7ZRE_gYH1V8btbodvIaYqBEub=w408-h306-k-no,Chesapeake
"400 Bald Hill Rd, Warwick, RI 02886",https://lh5.googleusercontent.com/p/AF1QipOX8l3bznX08HvsivqWlVH0Za7Wn0VGwTumUX8J=w408-h306-k-no,Warwick
"221 Daniel Webster Hwy, Nashua, NH 03060",https://lh5.googleusercontent.com/p/AF1QipNNNfZROZ-mpga0-S0j9Om1IZ3VXyJQE1IOzWNb=w408-h271-k-no,Nashua
"20439 Marina Loop, Fort Pierre, SD 57532",https://lh5.googleusercontent.com/p/AF1QipNwZg2mFgJoTYjhE33RJHBYOYUkfRWsCMiz4asr=w426-h240-k-no,Pierre
"11 Flynn Ave, Burlington, VT 05401",https://lh5.googleusercontent.com/p/AF1QipNVtW6ATT2G16tWABQjbjRgD2FFQjKdowoP2vjP=w408-h306-k-no,Burlington
"1544 Park Blvd, Ogden, UT 84401",https://lh5.googleusercontent.com/p/AF1QipNfcsGN3zyguQx5vi51vSgPvLmG9jRsdBN6NfhW=w408-h304-k-no,Ogden
"1750 Monroe Blvd, Ogden, UT 84401",https://lh5.googleusercontent.com/p/AF1QipPKqHTMVoa_bUImQ5w1VUqXBMem2mtgWje19yJt=w408-h306-k-no,Ogden
"966 W 12th St, Ogden, UT 84404",https://lh5.googleusercontent.com/p/AF1QipMXdM9YjLafG9Ym668VPVddh8aEEtXkCQxm1CEu=w408-h313-k-no,Ogden
